Review-Text,Review-Date,Star-Rating,Web-Site
"I had taken test drive Three Times to convince myself to take delivery of the GTX Plus AT , which I booked pre-launch. Unfortunately, more I drived, more dissatisfied from all angles. Cost is too High - Top Model 20.50 lakhs. Fuel average not more than 9 or 10 KMPH when I reset to Zero and tested myself. Seating in both rows is very uncomfortable. Navigation is very confusing. HUD is distracting during driving. Sun-Roof is First Manual opening & then Electric . Diffrent drive mode could not be tested during test drive, so not sure about their performance. Test vehicle Tyre pressure shows 47: 45:41: 46. Sales man told that they will get adjusted in Workshop. As its a wrong measurements. Its a complete waste of money and will be proven a complete failure vehicle. Adding 1.5 lakhs, I will go for CIVIC which is a luxurious and full comfort car in but that too when will be available in BS-VI engine only.","October 14, 2019",1,carwale.com
"I have top-end petrol automatic version. This car checked all the boxes for a daily city commute. (I have bigger German SUV to take it for any occasion). I love the air filter, wire-less mobile charger and the cameras most.","December 15, 2019",5,carwale.com
Build quality is top class compared to other cars in the segment and safety features are top-notch. Paint quite is nice this thing will no reviewer shows.. The engine is so refined in diesel. Slightly stiff suspension. Rear ac vents are not effective.. Mismanagement on dealerships. No auto-dimming orvm. Fixed headrest for rear seats.,"December 13, 2019",4,carwale.com
"The car is undoubtedly the best in SUV segment. I have driven Creta & MG Hector both when I wanted to buy a SUV. Seltos is far ahead of Creta and marginally ahead of MG Hector. People had no option and they had to go for Creta (Majburi). Creta was a majburi for people looking for SUV. People who own Creta very well know that KIa Seltos is far ahead of them. I think Kia Seltos gives the best drive experience, Comfort, safety, features and very refined petrol engine. I am seeing many people commenting about airbags & safety. No car in the range of 12-14 lakhs offer 6 airbags.","October 18, 2019",5,carwale.com
"4.servicing I bought a new KIA seltos. But in new car hearing many noises in the car. In Ludhiana Punjab, no one can hear my problem. I m fed up with my car. Please buy your own risk. Don't buy this. It's my big mistake to buy this car","November 26, 2019",1,carwale.com
"Car is very good but Customer care service is very very poor. Even after 1 week of purchase, UVO app could not be activated in my mobile. Called customer care twice but could not be solved. Sent an email but they did not give any acknowledgement for the mail even after 4 days. If customer care is not able to provide support to only 15000 sold units, how they will be able to support in future when a large number of cars will be sold.","October 15, 2019",4,carwale.com
Top model is very costly .is 15+ lacs. So for 15+ budget I go fo MG Hector. Nodought car looking is very good. Interior and exterior is very good. At least 4air bag should be compulsory in each model.,"September 08, 2019",5,carwale.com
After paying almost 17 to 18 lakhs all you get is dual air airbags abs and ebd ...it should be 6 airbags... brake assist..esp ....hill start assist.... traction control. This features we get Ford EcoSport which is much cheaper compared to seltos.,"September 13, 2019",2,carwale.com
suspension of the car is very soft tuned. if 3persons sits on the rear side with no luggage in boot ground clearance of car reduces from 190 mm to 150 mm. Gap bet.clading and tyre disappears.,"September 26, 2019",3,carwale.com
"I had booked the HTK plus automatic diesel, the car looks good from inside and outside but when I took the test drive it was very underpowered car 1.5 with 115 bhp is very less for a car of this size, no punch in the engine. Please don't go on the looks, I feel the car is not up to date in terms of safety & the gearbox is also very slow to respond, 0 to 100 takes 12 seconds","October 05, 2019",2,carwale.com
"I've done pre-booking on 1st day of bookings opened i.e. 16th July, 2019 at Noida dealer, my booking s.no. was 157, but neither dealer nor KIA motors could inform me of the delivery date even after 3 months of booking, when I finally cancelled my booking, after getting disappointed. There's no transparency being adhered to for delivery of cars, don't know who is at fault; dealers or KIA Motors.","October 05, 2019",2,carwale.com
High price in all diesel models compare to petrol versions for same features i don't understand why kia charging extra money for same features in diesel variants car looks are awesome but price always matter i hope they fix this problem soon as possible. I am also excited for the car but extra price for same features stopping me to buy kia seltos. I hope they will fix the problem soon to get customers.,"August 26, 2019",2,carwale.com
"I don't understand that why Kia not offering safety features in this variant like 6 airbags and other features very disappointed Then what is the benefit of taking the top end variant of diesel Why is the GT line being given so much importance, Should have given all the features with the diesel version too I hope Kia is noticed","September 09, 2019",2,carwale.com
"This car is so amazing the looks are extravagant.., I just book this car and I m waiting eagerly for its delivery...The front end of the Seltos is particularly impressive – the huge ‘Tiger Nose’ grille is Kia’s design trademark. The entry-level engine will be a 1.5-litre naturally aspirated petrol engine, producing 113bhp and 144Nm, The quality levels of the Seltos – of both versions of the car that we tested – are simply phenomenal. From plastics and soft-touch surfaces to digital screens and general fit-and-finish, everything is simply class-leading.","August 24, 2019",5,carwale.com
"First of all, I would like to confess that I am very obsessed with my car. I was very nervous while buying this car as Kia was launching its first vehicle in India. I took a test drive for at least seven to eight times before I made my decision to finally buy this. When I took the first test drive I was blown away when I listened to the audio quality of bose speakers. It was an amazing experience it was like I was in a live concert on the front sofa. The driving quality was also awesome. It runs like butter. Build quality could have been better. I strongly recommend this beast to anyone who really wants to enjoy driving with great entertainment.","November 30, 2019",5,carwale.com
Worst car no performance.its just for look My previous car was s-cross i tought Kia(seltos) will perform very well when compare with s- cross. Even I used shift also Compare with those cars SELTOS is worst,"August 29, 2019",1,carwale.com
"Too many variants to choose. Ultimate strategy is to push custimers for top spec variants . Cheap strategy from the company. The price should be less compared to its compitetors when it is locally manufactured, they missed that one. MG hector is best when compared to seltos in all aspects. Looking forward in future","September 19, 2019",2,carwale.com
"Don't buy this car, they don't have any customer service. The milage of the car is under 10. Only exteriors are looking good, but built quality is inferior. Delivery may take 100 days. Led experience is very bad. No service center to get car repaired.","December 04, 2019",1,carwale.com
Great car.. far more better then Creta.. excellent biult quality & loads of features..better driving experience on bumpy roads.. no sound of diesel engine inside the car.. feels just like you are driving a petrol model?,"September 16, 2019",5,carwale.com
The car is a Premium suv car. To improve our style & personality. Lots of features & safety advantage in this car. This is so my feature & lots fun in this car. I am glad to join in kia motors & kia family to share this wonderful experience. If more details then Contact me 7*2*****68 Niral Meswaniya ,"August 22, 2019",5,carwale.com
An amazing car with muscular body structure and bit more comfort inside And dont underrate the power of 1.5 diesel motor Its the most feature full car in its segment I didnt drive the petrol one but it is definitely good option also Fule economi is also decent considering its price range All-over a good package in its segment,"August 22, 2019",5,carwale.com
"Awesome car with lot of features loaded and driving experience is jus mind-blowing. Best car in the segment no doubt. Many segment first features will impressive you and with the pricing undoubtedly Kia Seltos will rule the segment. I am 6"" and felt very much comfortable in front and rear seats as well. Turbo Petrol ultimate power ratios.","August 22, 2019",5,carwale.com
Beauty and the beast itself a car with excellent performance with modern styling unique at reasonable price with all these features this car will definitely give hard time to its rivals In all weather conditions it performance is enough to lure drivers from highways to mountains car performance always give confidence to its driver.,"August 24, 2019",5,carwale.com
Great car and having macho look.Provide an excellent features at lower price also.Value for money. Very impressive design.Interior is far better than other same segment SUVs.Best SUV in its segment.,"September 10, 2019",4,carwale.com
"It's awesome car, I would like to buy but i am confused which models, I am confused and I think htk is best value for money and gtk is best to buy but i am confused please tell me.","September 10, 2019",5,carwale.com
"The car is jerky and priced very high for the kind of room it provides. Interior is good and good color choices but is unlike price wise in the same category. Captur diesel at 12.5 lakh manual fully loaded is a much better choice. The car is good for highway drive. However, the initial pick up is jerky and is not properly tuned with DCT.","August 24, 2019",3,carwale.com
The car is very luxurious and Audi also can't defeat this car.If you are planning to take a luxurious car at the lowest price this is the right car.The sound of the engine from the cabin is not heard.But the one didn'tlike is that the model.In GT line diesel engine is not available only the petrol engine is available THIS CAR IS CRAZY AND AMAZING.,"August 24, 2019",5,carwale.com
Htx plus have 40 to 50 thousand high priced according to its size and less features as compare to GT line .A new company new product and less market value because of new brand starting period price is high . To make the customer trust and good value for money product kia have need to reduce the price,"August 24, 2019",4,carwale.com
Drive comfort is good Suspension is not up to the mark Interior is awesome Mileage is fair Wheel base is 17’ Leg room is quiet sufficient Projector lights from base version Fair boot space,"September 01, 2019",4,carwale.com
Too many variants makes us confused. All safety features provided in GT line and only 2 safety options provided in Tech line. Only GT line being promoted and Tech line cars showed as poor man car. Very less cabin space same as hatchback car. Still confused to buy or not. Top end not being justified against their price approx 19.5 lakhs.,"August 29, 2019",3,carwale.com
Dream vehicle. Now indian car industry got the real worth car. This is the car we are waiting. All the very best Kia motors. Kia will ruin the next era of Indian car industry. Kia keee jai. Kia... Kia... Kia. All the features added in the car is very price worthy... Love u Kia motors... Where are you till now?,"August 22, 2019",5,carwale.com
"Firstly Kia entered into Indian market like a Super star movie, most of the people are waiting for its launch eagarly since ever it got into design & finally it came with the best quality fit & finish, with very modern looks with practical features & many 1st in segment features which even doesn't have in much upper segment cars also, surely Seltos will do well in auto market right now with even slow down","August 22, 2019",5,carwale.com
"I took test drive HTX plus MT car (diesel) on Guntur Chennai National high way and the drive was superb. I drove it just 20 Kms, touched 150km and vehicle was sturdy and very nice. Car is really good and your (CARWALE)analysis helped me a lot in choosing GT line. In fact I have booked GTX plus 1.4 and taking delivery on Sunday. I will post my full fledged reviews later. THANK YOU","September 06, 2019",5,carwale.com
The all new KIA Seltos is an amazing car with a lot of power the car has any amazing power which reaches 0-100 in 6 second in top variant and the infotainment is amazing that no one would get bored in their journey regarding comfort it comes with a leather it gives immense comfort but rear leg room is a bit low hence it gives a bit discomfort for personal who require a lot space the telematic function gives a high level of security and convenience. The exterior lighting is amazing that the lamp shines too bright it gives a bright visibility in dark road.Out of 10 I would rate 9 for the car,"August 25, 2019",5,carwale.com
Overall is good excellent clutch gear space is very good overall car is very nice diesel model is very good I have a good experience The car interior is cool Car maintenance 3 years warranty is excellent Boot space is good This is car actual xuv off road on road driving is very smooth I like this girl,"August 25, 2019",4,carwale.com
"Kia Motors Very Beauty Full Design and Good Looking and Class Smart Interiors and Very smooth driving. We have also booked the seltos top model deisal variant. We will tell all our friends that in this budget, any S U V is much better than taking seltos","August 23, 2019",5,carwale.com
I think kia is the best suv in this budget. I really Like all features. And best features like sunroof ventilated seats wireless charging side camera led tail lamp led fog lamp and i specially like air purifiers best car. Really great Kia. and I also like the legroom. Automatically boot opener and much more. This car beat tata harrier hyundai creta mg hector. If u have to plan to buy mini SUV then go for it. Especially gt line up best work.,"August 23, 2019",5,carwale.com
It's phenominal engine and gearbox it's has rubber band effect and loaded with features and it's good stability control and smooth and soft steering Doors and very hard metel quality used in Kia???? and interior quality is top class great job One word to day it's worth for money and go for it Kia always Kia,"September 02, 2019",5,carwale.com
"The GT Line Auto is really peppy and fun to drive around. Linear accelleration and power distribution and an overall smooth drive. Braking with Brake Assist takes a bit of getting used to. Clocks 0-100 kmph with minimum fuss and contrary to some reports here, doesn't roll into corners at all ... Unless Ur really pushing (read punishing) the car. Smooth gear shifts on the 7 speed DCT auto and no apparent turbo lag detected in the short time I spent with the car. If Kia can manage the aftersales and manage the durability factor, this car is an absolute winner! PS- This car cries out for a 4X4 option...","September 02, 2019",5,carwale.com
This car best car I love this car it has good avergae and I gives us lovelly experience I like all the features I am to talk to all the person's to buy this car. This is car breaking power us best,"September 11, 2019",5,carwale.com
"Today taken test drive of kia seltos..... If one want to spend 15 lakh bucks for boss music system, 360° camera, other electronic features he can, but ride quality and drive quality is not better than wagon R. As far as ratio of ride quality and cost is concerned I will give 1*, Even the smallest bump or pits on road give you a jerk, very poor suspension. Full of electronics but very poor mechanical comfort.","August 30, 2019",1,carwale.com
The car is good enough for a person who has been in a position of this item. This has a new features at a low price which is so good . It drives very smoothly and lightly. It has very new looks and has fantastic performance. It has a very good facility. A good space inside it. It has a very comfartable seats. ????,"August 25, 2019",5,carwale.com
The petrol variant with turbocharger is ultimate it gives a boom performance to the drive and the built quality is also good ..doors are heavy but one drawback is the ground clearance if it's comes in SUV category it should have more ground clearance..but I liked the petrol engine (turbocharged) the one is awesome,"August 23, 2019",4,carwale.com
The car is tailor made for the family looking for feature rich experience in low budget without compromising on styling and features. Super drive quality and awesome road presence. As per me it's the best looking car in this segment. As per the company the maintenance of the car would be the least in its segment and spare parts would be available in all major metro cities. Complaint with BSVI thus making the car for future as well. Pros: 1. Value for money 2. Styling 3. Features 4. 3year Unlimited kilometer waranty with 2year extended warranty available 5. Ride experience is major plus Cons: 1. New product need to wait for few months for more detailed review. 2. Servicing would be bit on rush as few centers available initially but I guess that can be managed as company would expand As per me go for it for the features and ride experience. Plus the pricing has killed all the competitors according to me. Great product KIA.,"August 23, 2019",5,carwale.com
"The car looks stunning in the front especially with crown jewels led headlamps and DRLs everything is clear and neat in the rear too. I drove a Diesel version which is betterry smooth a very bit lag in 2 to 3 gear.but overall they maintained the smoothness.we drove a top-end which is eight way adjustment seat a bit annoying to make me sit comfortably.i think manual adjustment make a sense.but if we c a top-end absolutely we love it.but when we saw a base varient may be we won't like it considering price hte diesel is very good.but led is missing in 11 lakhs car which is bit disturbing.i think soon they vl put a service centres in all areas.considering price am not buying this.but overall the car is very nice in htx,gtx and ok with htk.","August 23, 2019",4,carwale.com
Test drive was amazing KIA made fantastic car . Major competitor arrived market which made.Worth of money which even prices are at par compare to TATA HARRIER CRETA JEEP COMPASS .The look of car is fabulous with various color combination. Interior look will attract maximum customers.Hope the maintenance cost also lower compare to maruti suzuki cars KIA you rock keep up guys,"August 30, 2019",5,carwale.com
I have pre booked kia seltos in july 31st and expect the dilvery by 15th october as confirmed by kia showroom excutive pune. It feels like luxury car from inside and outside. Haven't got a chance to test CVT model but i drove manual and feels like it is good enoughto manage in all day to day stuations and long highway trios as well. Pricing would not better as it is already attactive in pricing and styling. Peace !,"September 03, 2019",5,carwale.com
"Design of this car is really amazing. Advance features really amazing. And pricing of this vehicle is quite fair in accordance with features and design. I have checked this vehicle at Mandi HP in Kia showroom. Quite impressed with features like advanced touchscreen infotainment system, fully digital instrument cluster and a powered driver’s seat, Ventilated front seats, on-board Wi-Fi, wireless phone charging, ambient lighting, 360-degree parking camera and head-up display","August 23, 2019",5,carwale.com
"This car is the best car, interior and exterior r best,rate of this car is reasonable,best suv car for long drive ,ground clearance is also ok.looks and lights r very attractive.i love this car","September 12, 2019",5,carwale.com
Wonderful car. I must say to take test drive and then purchase this car and enjoy the luxury. All the features the Car has is truly amazing and give us the luxury and more comfort.,"August 23, 2019",5,carwale.com
No comments in this car compare to Audi and Mercedes. when this car is running in the road every person is look this car.i think kia is sucess to grow their business in india also running is all over world.,"August 28, 2019",5,carwale.com
"Looks are amazing.KIA gained their popularity with their awsome tvcs.first they were cautious .when the knew that people had garnered interest,they priced to high.it was definitely a FOOLISH step by them.never by this.","September 13, 2019",1,carwale.com
"Full marks for technology used and finish of interior and exterior, really a great mix of design and technology, I think this is the dream car for everyone, must have this. Also this car will give good competition to manufacturer's to make better car in terms of technology and comfort. I am going to drive this to my home.Great combination.","August 23, 2019",5,carwale.com
Some time people they never see their budget and buy the car without getting full knowledge of them i recomend those going to buy read every thing then buy and enjoy the driving experience for this car this car going very high performance and acheive the national award of this year comfertable feel.,"August 24, 2019",4,carwale.com
"It seems like a good suv .having a nice eye-catching look,good interiors which provide excellent comfort and it has top advanced safety features,and all this comes under a reasonable price.I liked this car very much","August 26, 2019",5,carwale.com
"? Amazing car with good power in this prize range. ? Look is awesome specially LED headlights & tailights design will stole everyones heart. ? Interior & exterior looks elegant amoung all cars in this price range which will usually makes you feel rich & attractive. ? Only thing that disappoints me is tyres-R17, it will look much more attractive in tyres-R21 as tata harrier.","August 24, 2019",5,carwale.com
The driving dynamics and the outrageous look of the car speaks for itself an engineered efficient vehicle ....well in short kia nailed it and it will be a bang ...The car is new in India but at this price it gives you a lot more than its competitors. IN SERVICE YOU CAN FACE A BIT HARDSHIP AS IT HAS JUST ENETERED INDIA BUT STILL ITS AVAILABLE IN ALL MAJOR CITIES AND MAINTAINACE WILL BE TAKEN CARE OF .,"August 28, 2019",5,carwale.com
"The dream car with all the latest features is finally here. Its looks are fabulous . The ideal car for both city and long drive. The connectivity feature is unique and responsive. The height of the car is good enough for even off reading, the powerful engine and good suspension makes the ride comfortable. The only thing that bother at present is after sales service centres are few. May be the company has plans to increase service points in the future. All the best Kia Motors.","August 22, 2019",5,carwale.com
"Kia seltos is an amazing car loaded with lots of features with 360 degree cameras, ventilated seats, heads up display, 6 air bags, etc... this is the Most awaited car for me. Value for the price . I have driven GT edition, it's amazing experience with kia. Kia has done a great job. Expecting more cars like this.","August 24, 2019",5,carwale.com
Best class in comapct suv stylish design eye catching look good ground clearance best interior nice steering all color are awesome my future's car shoot on my style best music system powered by bose,"September 01, 2019",5,carwale.com
This car for ?20 Lakh is an expensive proposition. It is very well featured but lacks subtlety. It is too peppy /jerky for a city drive. On highway though it is a very good drive. Seltos is not spacious when compared to Hector and Harrier. Mileage in city is about 10+ and on highway 15+. Car is a stunner lookwise but is certainly overpriced by atleast couple of lakhs.,"September 16, 2019",3,carwale.com
"It seems underpowered as well as poor suspention. Doesn't feel safe while driving. Kia is only provided fancy features but they intentionally tring there customers to driver from build quality, safety and importantly legroom and shoulder room.","August 26, 2019",2,carwale.com
It Is good car with all compartments like which we compare to high-end car Exterior was too good Performance was extreme Coming to top-end model is same as range Rover Lights were extreme,"October 05, 2019",5,carwale.com
Really excellent car and looking so good.over all super car in compare to other. so smart in segment.i like so much i want to purchase petrol automatic within this month but waiting period is too much high.,"December 11, 2019",4,carwale.com
This car looks very amazing and eye catching Performance of engine is very impressive Boot space is very big Leg room inside the car is quite good A/c is very efficient Handling is amazing,"December 04, 2019",5,carwale.com
Awesome car having quality features so need to forgo any other car just go for it and believe on its quality and quantity. It will give you value of your money and belive on it so guys its my view,"October 30, 2019",5,carwale.com
"First of all its a Korean brand, you get a feel-good material inside and out, loads of features of course, however, what brings me down is the engine reliability of Korean brands, they are no way near Japanese brands league and I meant nowhere near. Korean brands have unnecessarily ridiculous expensive parts which make no sense at all.being a Korean brand and still expensive parts, really. Unreal. That's why your high-end cars are almost extinct. To all the Korean car manufacturers, please make the reliable engine and drop your car parts prices where you compensate all your expenditure on high-end cars which are almost invisible on roads.","November 13, 2019",3,carwale.com
Being a new brand in India the sales team was really aggressive in sales. I got my car within 2 days The drive is really convenient in heavy city traffic and with an automatic gearbox and excites features its easy to ride especially on Indian roads. My friends drove it and they are making a plan to buy instead pf Innova Crysta.,"December 22, 2019",5,carwale.com
It's look is very good especially in orange colour and red colour it's interior design and outer design is the best its value for money it's driving is so smooth and it's seats are very comfortable especially it's lights are so good it's features are very very very good i am very happy that I have a car like this thanks Kia I will only say if you are searching for a car you should buy this car,"October 02, 2019",5,carwale.com
Car is overpriced by about a lac..may be due to overwhelming response during pre-booking....not good in the long run. Cancelled my booking. Some Safety features should have been provided in HTX + to make it a complete family car,"September 26, 2019",3,carwale.com
"very good car. But since very first day, i notice a very annoying sound coming from the rear of the vehicle. I tried to reach the customer support. First it is impossible to find the number or email id. and i have not even received any call back to find out or resolve the same","November 20, 2019",4,carwale.com
Super car for small family .it is an allrounder car with good space good ground clearence .I liked.because we are small family some times we need to go to our village and because of good ground clearence very comfortable and and we use to bring so many things from village and it helps alot because of huge luggage space.,"October 23, 2019",5,carwale.com
looking good best in class lower price then MG and hariier. colour inbulit quality awesome . kia logo Rotate into alloy looking wowsoke and front lamp also awesome look of front 100 out of hundered,"October 05, 2019",5,carwale.com
"Car look wise is awesome , muscular body, a perfect Sports Utility vehicle Very comfortable while driving and well equipped with all the features The rear seat passenger seat is very comfortable best that support, seat cushioning is good","September 16, 2019",5,carwale.com
"Good ride quality, comfort value for money car till now, getting the same comfort of a premium car, Getting an average of 11-16.2 km/Ltr of petrol, Got the car after 3 months even pre-booked","September 30, 2019",5,carwale.com
"Although I had to wait for a month, but it was worth waiting. Was planning to buy a 2nd hand car but eventually ended up buying kia seltos. When I drove this first time it was like sheer pleasure, so smooth steering wheel, enough power for city rides, and great space for everyone with ample boot space too. I have been riding my seltos for almost a month now, but its give lots of happiness. Looks are so aggressive and futuristic, very less engine noise with BS6 engine. Interior of this car is also superb dont feel any cost cutting at any part, although highlight is 8"" touch screen infotainment system. Overall great feature in this price along with a big SUV car. I m getting 12 kmpl average in city ride. And approx 16 to 17 kmpl on highway ride with my petrol manual variant. Overall I can say it's a great value for money buy.","November 10, 2019",5,carwale.com
